,conds,hum,precipm,tempm,wspdm
2014-01-14 13:51:00,Light Rain,89.0,,8.9,0.0
2014-01-14 14:51:00,Rain,89.0,2.0,8.9,11.1
2014-01-14 15:51:00,Light Rain,90.0,1.5,8.3,9.3
2014-01-14 16:51:00,Overcast,83.0,0.5,8.3,5.6
2014-01-14 17:51:00,Overcast,89.0,1.3,7.8,7.4
2014-01-14 18:51:00,Mostly Cloudy,86.0,0.3,7.8,5.6
2014-01-14 19:51:00,Overcast,83.0,,7.8,11.1
2014-01-14 20:51:00,Overcast,80.0,0.0,8.3,0.0
2014-01-14 21:51:00,Partly Cloudy,80.0,,8.3,11.1
2014-01-14 22:51:00,Clear,82.0,,7.2,0.0
2014-01-14 23:51:00,Overcast,82.0,,7.2,9.3
2014-01-15 00:51:00,Scattered Clouds,85.0,,6.7,5.6
2014-01-15 01:51:00,Unknown,87.0,,5.0,
2014-01-15 02:51:00,Unknown,87.0,,5.0,
2014-01-15 03:51:00,Unknown,87.0,,5.0,
2014-01-15 04:51:00,Unknown,87.0,,4.0,
2014-01-15 05:51:00,Unknown,81.0,,4.0,
2014-01-15 06:51:00,Unknown,87.0,,4.0,
2014-01-15 07:51:00,Unknown,87.0,,4.0,
2014-01-15 08:51:00,Unknown,87.0,,5.0,
2014-01-15 09:51:00,Unknown,76.0,,6.0,
2014-01-15 11:51:00,Unknown,66.0,,7.0,
2014-01-15 12:51:00,Unknown,66.0,,7.0,
2014-01-15 14:51:00,Unknown,76.0,,7.0,
2014-01-15 15:51:00,Unknown,81.0,,6.0,
2014-01-15 16:51:00,Unknown,87.0,,5.0,
2014-01-15 17:51:00,Unknown,87.0,,5.0,
2014-01-15 18:51:00,Unknown,87.0,,5.0,
